Wavelength,Amplitude
6379.23263296793,0.00014870375884368200
6394.077594986280,-0.0008990622080629900
6407.593001962730,0.0003547320874441600
6421.584652816710,-0.001168945547177090
6435.258437356010,0.00009365364677621500
6450.2507164440500,-0.0010184951454143300
6460.058787191980,-0.0011155172358292300
6471.112624546270,0.0004383184927459210
6484.037692938730,-0.001400464433334530
6494.368457224980,-0.0015444926374118300
6500.031472518700,0.0007567059151456220
6512.877651590070,-0.0006040122223453520
6519.232079560940,-0.0016739350117024000
6531.926523602350,0.00047339522058811900
6541.960108230180,0.0004656412792517220
6548.59309094867,-0.002326390907954250
6561.811546863690,-0.0000014446809327717200
6569.378579763600,0.0015588962939730700
6579.220638538840,-0.002100905344979560
6588.141910254730,-0.002548904801295720
6596.904187842580,0.0015864698985298100
6606.71885393147,0.000805678830134493
6611.714463992880,-0.0017996421457247600
6615.201418369540,-0.0036186636194823200
6627.790722382690,0.001165767183172740
6623.465434530870,-0.0031797354731204800
6638.150809676330,0.0018983351756463300
6643.134856745890,-0.0012816664952533000
6646.359672464870,-0.0036203611135804100
6659.642572659930,-0.000412846258868782
6654.219939211080,-0.0032339898702281300
6663.749749574520,0.002575266665991120
6672.645599858900,0.001893943557967350
6676.033887789330,-0.0016122984854763900
6681.677777071750,-0.004520549347565990
6689.810852059800,-0.0014164108749609200
6696.573659824670,0.0022438617424478900
6706.0283814222000,0.0023754215689140400
6706.346618812850,-0.00039241278463342200
6713.27691567864,-0.003677432961849530
6717.6261517054800,-0.006618724417059520
6724.280223907490,-0.0011354076801607100
6721.602114615780,-0.0041478107970606400
6731.919804272640,0.0027372536108158400
6743.224587805700,-0.0008372471033653570
6740.083475310790,0.0037484149763462300
6748.895016254380,-0.004339584176537040
6752.03511400727,-0.0062427035423448800
6760.551572258140,-0.0011199635209482300
6755.636969403250,-0.003780700715063980
6767.474859330160,0.0027727003838478000
6772.823197703350,0.004792259372109200
6777.712556349280,0.0006230895805759420
6783.140655437730,-0.00278860595370381
6787.923503390750,-0.00524653102322345
6795.58602118578,-0.002179664511387570
6802.306699589250,0.002548679542028700
6806.842320416420,0.004377485356603370
6813.5791348259300,0.0009641269381945040
6819.49819722315,-0.003135406253450520
6824.768138437950,-0.006044643407269870
6833.10616823886,-0.002046367070217830
6836.885905410400,0.0015129297237338700
6842.691891245080,0.004595962768153740
6850.9723590351400,0.001127058897716920
6856.425837578180,-0.0030246566463920400
6859.739810922010,-0.005578275476735780
6864.442376999660,-0.007880496310420980
6872.477668641520,-0.00024082807242784
6868.438493972840,-0.004407925765513550
6878.757213039970,0.0045062712953572700
6887.830649650630,0.0007842600765293470
6886.691101802290,0.005128245458272900
6893.065877501210,-0.0032694740085473500
