Wlen,Rad
647.1261032863850,14.184392577782000
649.1784037558680,14.067536566281800
651.7437793427230,13.608932069357100
653.0577017896690,13.395421611429600
656.3614553990610,12.948999275856100
660.8732551666310,13.133291298920400
668.6888085435920,13.611763819996400
676.9302223795990,13.667720964966700
680.4759859154930,14.188879817658600
683.8320490056910,14.952911109903400
688.8888510039980,16.445558467735200
692.7897887323940,15.038580108523200
693.591137152668,13.972694482367700
695.611701877934,13.362944510134800
698.2611726726350,12.888517360718100
703.3078286384970,12.12328825382490
706.1661343659410,12.74181386589080
709.8196459563810,14.364405918251600
713.5103550282830,15.584811859820600
715.8781690140840,14.490947711346900
717.417394366197,13.787841098025000
719.6919661421230,13.072819356269400
722.035070422535,12.37942368401730
724.4143395321690,12.886930015693100
728.6297293133920,14.31038759209900
732.6585783212820,15.791666417483400
735.3750234741780,14.433661797232400
736.6293261807880,13.583957313649500
738.4534741784040,14.374363837553200
740.2492370892020,14.983102361349200
742.5580751173710,13.96373307938640
747.1757511737090,13.176878929032400
748.5331286721320,13.968802427317100
754.8422309757370,13.390771160815400
758.9764788732390,14.140699086962200
760.7162031409580,15.175879005822200
762.5583196989120,17.403242512011800
762.7939655636890,19.74003943024450
763.0505341583970,21.53872009327740
763.3332537060620,27.56701403995160
763.5739559493790,23.579259028225300
765.1333802816900,20.3679136866055
765.9029929577460,17.985916234321000
766.7208356135020,15.919650221949400
768.3847699131220,13.615174108814800
772.0338436152570,11.8190012506198
775.3948826291080,11.35293654131550
784.2492179021610,11.549156666948300
787.1779800419420,12.21275806988940
787.4521478873240,13.073061674318700
789.2479107981220,14.027956962006200
791.3002112676050,13.402832498356000
793.3789493926280,12.357098857482800
794.8917370892020,12.966023675489600
795.9178873239430,13.515021890168600
797.9758097722810,14.291795404911200
800.5355633802820,13.459694477869600
803.1009389671360,12.806749325165800
805.6663145539900,13.238965450763700
808.0125444870550,14.14204200070960
813.9856645188950,14.760840525919900
817.1426238692410,16.864777804355600
818.1946259472680,19.307060812401600
819.2319853923450,21.92194103855900
819.8310532584670,24.792603658928100
820.4249180084980,27.723359753785900
820.9014761412400,30.86862321849930
821.1465631809360,34.85293186786400
821.377826480418,40.41261405865010
821.4292039857760,47.061661671682900
821.5689401936260,55.69390196482820
822.0705833764150,63.32586675331150
822.2538744935600,67.84015020808760
822.297360109243,75.95647677953760
822.4354191622430,89.13582437536130
822.5368935084190,108.32048636323400
822.57344877081,95.89951896296600
822.9395372833840,127.31456964826400
825.676244131455,103.94906299848200
826.1893192488260,95.67781732467650
826.961819161762,89.37893503525550
827.4343417247740,79.65399928937460
829.0982760243940,71.61280905253870
829.3433630640900,64.87572159141270
829.6324644429560,55.27723127489340
829.9758003102010,46.64874645852900
830.579625400868,41.95107639056460
830.7832456939490,37.507581614516800
831.2746590780130,28.296345802607300
831.3448810690970,32.241841650749100
835.4405183548320,43.031786936538900
835.7923675400660,37.136331976251600
835.821764861025,33.048994468962200
836.208272819549,29.732133096872500
836.9638967136150,26.355900342918300
836.9638967136150,24.46062598121190
837.4769718309860,22.890776972027300
837.7335093896710,20.93868002254700
839.5292723004690,22.51472780114880
840.6905291147060,24.613516374391900
840.8095964421140,21.549838332728700
841.3087544033050,19.345311583346800
841.8876842830800,17.18960083277020
842.7754944340770,15.294597400881800
844.0281615258540,13.697468914655600
846.163706524178,12.068638030315000
850.7594316846070,11.27751026582540
857.9300430552580,12.001208531747100
862.7690400950140,13.381409834809700
865.9115701267250,15.088096980579100
868.9630446255570,16.865296392859600
871.0138697254620,18.92723454677700
872.9843501381720,21.302554726236700
875.0146521140420,24.012867414231800
876.6142989129440,27.096794016817500
877.9097002029360,41.42430032839950
878.0973601211200,47.61610537692150
879.5146442266720,57.06001478611180
880.1312120662460,67.12206992740650
880.3744265569970,77.66776708716110
880.8666992483290,90.34433117848080
881.2075346184580,108.0963022818970
881.5196706259640,136.77256946688200
881.561141846603,117.01706828393300
881.8715198111970,160.9755819330030
882.1145070422530,50.76380320424140
882.627582159624,47.604433855892300
883.9102699530520,41.863445259043000
884.5761700411830,39.034707686761700
888.1914844843450,33.14769349582720
890.7814743362020,30.973157674524800
