Wlen,Rad
892.912019185152,38.71926073495670
893.2293355304910,45.61110471166190
893.4214063299270,59.45384772603880
894.0054937037920,71.09516043767460
895.7109976525820,53.02933217016790
896.4806103286380,45.582533797477400
898.4310919520900,38.68191292782610
899.290956630562,33.565761563243800
899.606066124189,31.69033521175840
900.3827079892060,29.726914640389000
902.0165581095710,39.68704115889250
902.222572656425,48.14743082731690
902.666143502815,56.51549576175750
902.7955223372460,61.11553923310200
903.2055738664030,67.07057190538770
903.3460331055260,78.74695150119350
904.6894731749690,26.583619444083000
906.7768132069040,23.55268250056430
909.9766874336140,21.778994284600900
912.3859389671360,24.376854066135100
913.1538455486720,27.335701220418700
913.5392908719130,31.378979946897300
913.9856341761490,36.45020336879890
914.4382394366190,41.44377257955210
914.4382394366190,43.73878484991520
914.4382394366190,49.531771729450700
914.4382394366190,78.8039319811754
914.6947769953050,88.1382409504128
914.6947769953050,106.65732188030600
916.7470774647880,65.6647424145486
917.0036150234740,59.692553003873400
918.0297652582160,49.533458965326000
918.0297652582160,43.831041723107300
918.2863028169010,41.531289702826600
918.6110513468750,37.493055404997900
919.0582121586570,35.23696578652190
919.6006845969880,32.12928098535200
921.3578124870110,27.030924556026900
922.4764381484370,23.150262200975600
923.7755872649840,20.567139643896900
926.5646928748630,18.593182604152500
932.4478497449430,20.311717787410800
934.7035582399200,23.51784355827040
935.972394268344,26.719143938412700
936.7038601100780,30.26896397394640
937.635213728156,35.10616171393780
939.5789201877930,32.324255949196100
941.1181455399060,30.755870045022700
946.2319804529760,30.08370320368900
948.0446596244130,31.53261419938620
948.8142723004690,33.9760930172194
950.5249495860640,37.935698596016500
952.6623356807510,34.118494446069900
952.9188732394360,31.86261993191030
953.0542234046870,28.78796865693770
953.4287789581410,25.498040503544700
953.484695112383,22.699474928843000
954.2642246731540,20.262859809225700
955.0261150561650,18.12036789855110
958.8126341753140,16.310780782986
962.1542253521130,15.650257429472500
965.1842164100690,16.629844233038900
966.706742779963,19.070979055152600
967.2311157553890,21.765578800295200
969.8691153373360,24.850684245381600
972.9288028169010,25.63503366643410
974.4925565586890,26.888459945585900
975.6090116887540,30.718225156528700
976.5116425310420,36.586078971249100
976.7571659091790,40.25952557370790
977.3960472698920,43.840774850493300
977.5572732020290,48.924663259313700
977.9267280602170,64.18827578419110
977.951852783691,75.8465674028453
978.3920250590000,84.91707356015880
979.0234645848830,94.20436141558530
979.8553169014080,40.366864596543300
980.6249295774650,36.619697643833600
980.8814671361500,32.60617121208820
981.9076173708920,28.7929976556527
982.6772300469480,26.83368602390060
983.1903051643190,25.111537316432900
984.7816990334800,21.568244616852100
987.1219436205340,23.71543039710760
987.8079812206570,27.17084733430290
988.321056338028,28.675614087026200
988.6867530664530,31.159884162226800
989.4039779615720,36.6139414070437
990.4158209475320,41.603064559276100
991.2661457582510,89.0936265413848
991.6999109158080,77.07395382533960
991.9773104259110,63.0896696433418
992.2391740660160,51.12970854137890
994.0613425885060,42.98556296035100
994.6403320114660,39.892507965687
995.3121641453460,35.69721537093750
995.5957629557130,31.402854899346100
996.067633188467,29.848886235517300
997.0821929169770,26.911296536708800
998.0703346853640,24.710646877204500
1000.72486293186,21.750134442598800
1003.6496539415000,20.55879556542930
1006.2786854460100,22.364149937692900
1007.3205148408200,24.473392808019700
1010.4691816821500,27.920529289557200
1014.4878873239400,24.198980531261400
1015.4869697129400,22.26004026845970
1017.3753967752100,19.369714519087900
1018.6877645561400,16.93974895809070
1020.2933988803000,14.86376396220300
1021.4884600439400,13.218183557111700
1022.6064493294600,11.459964142972300
1024.0329785807500,9.94158713221258
1025.5239854160300,8.778964572335180
1029.4732701115700,7.931655782570480
1036.782310273160,7.249725657330600
1044.878403532040,7.033293386182820
1049.970779528100,8.147499127371030
1054.6331189075800,9.110738013307530
1059.8257289071100,8.649232096353710
1061.8598582360900,7.762351619205030
1064.8039284783600,6.900505024549220
1069.425254371,6.425171348975010
1076.9221209966500,6.89122083402995
1081.148335147100,7.6414412232276600
1083.294384028730,8.440109644707030
1086.5349793313700,9.23559194056315
1092.777890870290,8.495964800884550
1096.0071395507200,7.631716549789370
1101.4093695351300,7.187656466808630
1108.104733585620,7.651014213024990
1113.7941045241900,8.280952419563210
