Wavelength,Amplitude
8721.307791910470,-0.007251961671075700
8721.25358003248,-0.009946292007063850
8721.841832057550,-0.013232573531557600
8721.785706819160,-0.016021997879404100
8721.729581580770,-0.018811422227250700
8721.673456342390,-0.021600846575097300
8721.617331104000,-0.024390270922943800
8721.561205865610,-0.02717969527079030
8723.46727727318,-0.030015167825586400
8723.41115203479,-0.03280459217343300
8723.355026796400,-0.03559401652127960
8724.60812600412,-0.03835980023841150
8725.855946214600,-0.041387950118131100
8725.254629223570,-0.04417139859693170
8728.336112930940,-0.04821329299739490
8731.330611470190,-0.05115794905770510
8739.703914275520,-0.03802757084155510
8738.320619508500,-0.042776006117088600
8737.277803302360,-0.04611601905351410
8742.866346357410,-0.025292445862810900
8741.20467485155,-0.031217559945633400
8741.704553922800,-0.034249919107792800
8737.490568978790,-0.04855052780297730
8745.64726688126,-0.01608624426970960
8745.262638921830,-0.02002513050737510
8741.29305387953,-0.022179064087845900
8747.121222546530,-0.007875462046614160
8746.735926429490,-0.011847555716992100
8744.448397774010,-0.027970508383490800
8749.513647389560,0.00018084821355637800
8749.516039090060,-0.0037655851679074500
8753.181735506090,0.015807490857346600
8751.797685933950,0.012065041462137600
8751.084994617710,0.009166690215395760
8751.028869379320,0.00637726586754922
8751.85692924113,0.004168631439210790
8755.595392495480,0.028906905384713000
8755.331379131140,0.025077557511382600
8755.275253892760,0.022288133163536000
8754.793724858860,0.020037744959367100
8760.485589375490,0.03407151216131620
8763.14005803649,0.04241345736575780
8762.799572654360,0.03850029674183620
8764.387951689090,0.03613671684219120
8769.725009610890,0.045644111898643000
8773.465796312650,0.03294843563646340
8773.96753979371,0.040667341672762300
8774.562382282380,0.037708606189114200
8770.596806185680,0.03575391720491810
8775.046432092670,0.029243474590236500
8777.231589713960,0.02497392465978020
8777.49383263931,0.020789653077276300
8777.43770740092,0.018000228729429800
8779.925423804070,0.014506687754543100
8778.436481529500,0.011464235989008600
8781.09625720658,0.008309311845568270
8780.711084372500,0.005066065497198960
8781.696118751160,0.0019864226439463300
8781.785003959140,-0.0008231841128556460
8783.903306517050,-0.00395157088526521
8785.426965008870,-0.007724961369496300
8786.007010843780,-0.011419090544849400
8785.440230974310,-0.01429284448067680
8787.294064605880,-0.017917734103733600
8788.433789617230,-0.020897814185616900
8789.617927782080,-0.024134379262718200
8790.904069499860,-0.028214532699635300
8795.32197816806,-0.031655263915134000
8797.427821551910,-0.034947375739967500
8807.270822750950,-0.02784707537815880
8809.143219015480,-0.023064086207292900
8805.14332543333,-0.03601647055283360
8807.844830870820,-0.031841278990931800
8804.52961508517,-0.03399546768612260
8812.122375825050,-0.019027795954721500
8815.051774465710,-0.009721056417608340
8812.790229716900,-0.013711806532968700
8813.075320416430,-0.015804002351213700
8818.211235290860,0.000178971298116809
8817.573630715810,-0.003633627079017430
8817.528560448620,-0.005873619358348760
8821.326968516090,0.004990563545494710
8821.925299111740,0.010004678291725500
8825.294411970350,0.014212120606140000
8826.512956800380,0.017859586110281700
8828.67737984775,0.02135970861975170
8834.035780780950,0.025438930868953200
8843.212570029500,0.021378604917035300
8843.036630913230,0.026026010261447200
8844.970967411990,0.017368111145573300
8847.386620349040,0.014563635029250200
8849.71128236931,0.010850511145693400
8849.454793954720,0.007276023578449730
8853.591886489590,0.003654455451916620
8852.652495251180,-0.00016284328201893200
8856.166907208540,-0.004369808437420240
8858.254861744570,-0.009006491897917300
8859.940022027150,-0.0119804449746099
8862.147947803490,-0.016074958986612100
8864.755057251330,-0.019843488826776300
8868.636792789480,-0.02358614182231230
8876.890779440740,-0.02595119033690930
8883.056264434940,-0.02306905304792380
8886.43419592257,-0.01934658001976920
8890.376961761960,-0.01442609773531010
8894.459054539570,-0.006680529709652520
8893.337812839800,-0.010753007270640700
8898.313612856670,-0.0019533990143589800
8899.792311039170,0.002323546934245160
8903.955324820710,0.009970402878763830
8902.834245694050,0.0059060052011362400
8898.225598278290,0.004513078830252540
8907.94227957858,0.01681377687263570
8907.563307257610,0.01328351471830890
8911.902553529110,0.020800648521705800
8915.32728856335,0.024189161767742000
8920.12130972255,0.026995671875633100
8927.807510667420,0.022066604296474300
8929.774360119930,0.01791547961946500
8931.805277382440,0.014780364621508200
8928.760279108160,0.026055986241040400
8933.578468477970,0.011253905498540000
8933.77186605102,0.007725398345523050
8935.74645398337,0.00468159627581427
8938.260983201270,0.0015351247043688400
8937.618372413990,-0.002019439711527990
8940.053924299190,-0.0052803784232034700
8939.019833531860,-0.008055333385671470
8941.450612967970,-0.011422059152499700
8943.038122293430,-0.015307154838002900
8942.40353086986,-0.01859456054225990
8945.409065731580,-0.022102588544491000
8946.76372489447,-0.025936166914512700
8946.704339856880,-0.028887603282562500
8949.198412224240,-0.03140823450956610
8951.659513038760,-0.03453509454186000
8954.338681199480,-0.03802920657711240
8957.222152838490,-0.04148144469322250
8966.166945287430,-0.03365472769659940
8964.778650843180,-0.037608147235222200
8969.449983590120,-0.02380764357003610
8968.905131438240,-0.027656504682362100
8969.512304471700,-0.030002412089589300
8966.699239493140,-0.039722112842902100
8972.671675176960,-0.01837597891718020
8967.073407749060,-0.021125950523925100
8973.451445824090,-0.012016246073641800
8973.736153851550,-0.01521154093326820
8976.193758986990,-0.006041137977565450
8973.215294631660,-0.00857583699109507
8979.116693371600,0.009367299675422210
8978.73023709001,0.005337545826425320
8978.018558133770,0.0024895088716720700
8978.975076355960,-0.0005619466396349640
8977.917484111400,-0.002533870040467150
8982.527207010770,0.016130252839002700
8982.683367232870,0.013178152338972800
8983.027735659830,0.02378878172491520
8982.486710228760,0.02013010863630610
8986.015004350230,0.030184467472591200
8985.715278122030,0.027270013414564700
8987.518471481690,0.03666678570346280
8983.22854738939,0.0337691246837688
8990.596515616040,0.0422106666748758
8994.23075235897,0.04721123407914020
8994.517874865030,0.05125989466225680
8998.690702681370,0.05422287777838210
9005.289433349680,0.04069451670532610
9004.165954185440,0.044482015387896000
9005.100807903620,0.04758103562143230
9006.173929750580,0.035870377074571600
9004.512768474160,0.05087788314724360
9007.415791762300,0.032546104716366500
9008.669295914010,0.029800446716030100
9007.777193238290,0.026855098312888000
9010.496059039200,0.02302335252684910
9010.423776535210,0.01943091207886490
9010.367651296830,0.01664148773101830
9011.616692965660,0.013674044331596200
9011.560567727280,0.010884619983749600
9011.506483406650,0.008196629248552080
9014.058523507590,0.00494339358411483
9014.0023982692,0.0021539692362682600
9013.946273030810,-0.0006354551115782810
9013.890147792430,-0.0034248794594248200
9013.834022554040,-0.006214303807271390
9013.266463167370,-0.009126799747929960
9014.373499074320,-0.011924727919774600
9016.929627084940,-0.01497479447316190
9016.034792877870,-0.018055899984142300
9017.9682274559,-0.021173968783434200
9018.052253335880,-0.02422508414178130
9017.996128097490,-0.02701450848962790
9017.940002859110,-0.0298039328374744
9019.847204060430,-0.03258325464241130
